id,,regimen,sex,period,ALBUMIN,ALKPHOSPH,SGPTALT,SGOTAST,TOTBILI,BUN,CALCIUM blood,CREAT blood,GAMMAGT,Glycemia,PHOSPH blood,TOTPROT,DIRBILI,SODIUM Sang,POTASSIUM Sang,CHLORIDE Sang,GLOBULINE,AGRATIO,GRAVITY,GLUCOSE,BILI,KETONE,BLOOD,PH,PROT,UROBILI,PTSEC,APTTSEC,WBC,RBC,HGB,HCT,MCV,MCH,MCHC,PLT,ABSNEUT,ABSLYMPH,ABSMONO,ABSEOS,ABSBASO,ABSLUC,NEUT,LYMPH,MONO,EOS,BASO,LUC,CALCIUM,CREAT,UPROT,PHOSPH,SODIUM,POTASSIUM,CHLORIDE,NAKRATIO,CREATCLEARANCE,VOLTOTAL,TERMINALBODYWEIGHT,ADRENAL,HEART,LIVER,TESTIS,BRAIN,KIDNEY,SPLEEN,OVARY
14,14,reference5,M,1,4.3,162,34,100,0.1,13.1,10,0.4,0,87,8.1,6.2,0.01,146,4.9,97,1.9,2.26,1.04,0,0,0.01,1,6.5,30,0.2,NA,NA,21.56,8.64,15.8,45.1,52.2,18.2,34.9,1160,1.23,19.25,0.39,0.21,0.12,0.36,5.7,89.3,1.8,1,0.6,1.7,3.3,147.2,102,226.9,20,214,52,0.09,0.47,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,14,reference5,M,2,4.4,87,42,84,0.21,14.2,12.2,0.6,0.001,226,9.3,6.7,0.1,150,6.4,101,2.3,1.91,1.039,0,0,15,0,6.5,30,1,12.3,17.7,10.46,8.97,15.2,44.8,50,16.9,33.8,1130,1.32,8.24,0.43,0.19,0.09,0.2,12.6,78.7,4.1,1.8,0.8,1.9,3.5,162.5,83,193.1,36,169,54,0.21,0.2,5,493.2,0.057,1.792,12.908,3.547,2.203,3.908,0.854,NA
15,15,reference5,M,1,4.2,115,42,114,0.2,17.1,9.9,0.3,0,120,7.3,6.4,0.1,146,4.9,97,2.2,1.91,1.033,0,0,0,0,6.5,30,0.2,NA,NA,14.38,8.66,16,45.1,52.1,18.4,35.4,916,1.3,12.29,0.37,0.19,0.06,0.16,9.1,85.5,2.6,1.3,0.4,1.1,4.7,100.6,108,203.2,26,157,46,0.17,0.61,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15,reference5,M,2,4.4,69,46,89,0.2,17.8,11.2,0.5,0.001,207,11.1,6.9,0.001,147,9.7,105,2.5,1.76,1.036,0,0,0.01,0,6.5,30,0.2,11.8,15.4,6.89,9.16,15.4,45.4,49.6,16.9,34,981,1.23,5.25,0.18,0.07,0.04,0.12,17.8,76.2,2.6,1,0.6,1.7,8.7,120.3,123,128.8,43,173,76,0.25,0.33,9.5,488.6,0.074,1.86,14.733,3.599,2.206,3.707,0.87,NA
16,16,reference5,M,1,4,124,37,113,0.1,15.8,9.5,0.3,0,90,7.1,5.9,0.01,145,4.9,95,1.9,2.11,1.04,0,0,0.01,0,6,30,0.2,NA,NA,8.89,8.79,16.3,46.1,52.4,18.5,35.3,980,1.36,7,0.25,0.16,0.03,0.09,15.3,78.8,2.8,1.8,0.4,1,13.9,138.9,103,248.6,39,201,71,0.19,0.65,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,16,reference5,M,2,3.9,84,47,80,0.21,17.7,11.4,0.6,0.001,189,9.6,6.2,0.001,148,6.7,105,2.3,1.7,1.06,0,0,15,0,6.5,100,1,11.5,15.8,7.57,8.69,14.8,43.4,49.9,17,34.1,840,1.24,5.78,0.21,0.15,0.05,0.14,16.4,76.3,2.8,2,0.7,1.8,18.1,223.7,125,174.4,42,311,101,0.14,0.25,5,548.1,0.067,1.869,13.098,3.997,2.277,4.261,0.823,NA
17,17,reference5,M,1,3,142,38,106,0.1,12.2,9.9,0.3,0,107,8.1,5.6,0.1,146,5.1,99,1.7,2.29,1.034,0,0,15,0,7.5,30,0.2,NA,NA,11.95,8.34,15.5,45.2,54.2,18.6,34.3,719,1.53,9.47,0.42,0.17,0.04,0.31,12.8,79.3,3.5,1.4,0.4,2.6,2.2,116.7,92,126.3,58,181.5,64,0.32,0.51,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,17,reference5,M,2,4.3,85,45,98,0.2,14.4,11,0.5,0.001,196,9.9,6.7,0.001,147,7.5,105,2.4,1.79,1.04,0,0,0.01,0,7.5,30,0.2,12.4,16.2,8.78,8.27,14.9,43.6,52.8,18,34.1,720,1.52,6.53,0.3,0.15,0.08,0.21,17.3,74.3,3.4,1.8,0.9,2.4,4.5,162.1,110,149.8,68,194.5,57,0.35,0.31,7,521.3,0.059,1.808,15.38,3.195,2.263,3.832,0.869,NA
18,18,reference5,M,1,4.1,145,36,116,0.1,15.7,9.8,0.3,0,110,7.3,6.3,0.1,146,4.6,97,2.2,1.86,1.042,0,0,0,2,6.5,30,0.2,NA,NA,10.65,8.08,14.5,41.3,51.1,17.9,35.1,955,1.09,8.87,0.36,0.09,0.04,0.19,10.3,83.3,3.4,0.8,0.4,1.8,4.3,142.8,132,221.4,31,246.5,72,0.13,0.63,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,18,reference5,M,2,4.4,90,55,105,0.2,17.8,10.8,0.6,0.001,220,7.7,6.9,0.001,150,6,105,2.5,1.76,1.043,0,0,0.01,0,7,30,1,12.3,15.3,8.79,7.57,13.3,38.5,50.8,17.6,34.6,1019,1.18,6.83,0.4,0.13,0.07,0.18,13.4,77.8,4.6,1.4,0.8,2.1,7.6,149.8,108,150.2,46,236.5,85,0.19,0.25,7,509.6,0.055,1.546,14.696,3.33,2.146,3.777,0.931,NA
19,19,reference5,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,0.058,2.07,18.888,3.699,2.33,4.766,0.959,NA
20,20,reference5,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.6,0.079,2.025,13.952,3.545,2.239,3.548,0.897,NA
1,1,reference6,F,1,4.4,79,40,105,0.2,17.5,10.1,0.4,0,110,6.1,6.5,0.1,148,4.5,100,2.1,2.1,1.072,0,0,0,NA,6,100,1,NA,NA,7.43,8.18,15.1,42.5,52,18.4,35.4,945,0.57,6.59,0.08,0.08,0.01,0.09,7.7,88.7,1.1,1.1,0.2,1.3,8.1,212.8,69,422.8,75,483,199,0.16,0.39,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,reference6,F,2,4.7,45,51,98,0.2,18.4,12.1,0.6,0.001,181,11.7,7.3,0.001,148,8.6,107,2.6,1.81,1.057,0,NA,0,1,6,30,1,12,13.6,6.44,7.92,13.9,41.3,52.1,17.5,33.7,895,0.95,5.17,0.1,0.08,0.05,0.1,14.8,80.2,1.5,1.3,0.8,1.5,11.3,198.7,57,261.5,72,246,85,0.29,0.12,1.5,289.5,0.089,0.952,7.64,NA,2.097,2.368,0.503,0.117
2,2,reference6,F,1,4.9,51,26,72,0.1,16.9,9.9,0.4,2,116,6,6.6,0.1,147,4.3,99,1.7,2.88,1.033,0,0,0,0,6,0.01,0.2,NA,NA,7.82,8.24,15.5,44.1,53.5,18.8,35.2,1101,0.7,6.79,0.12,0.1,0.02,0.08,9,86.9,1.6,1.3,0.3,1,6.6,79,23,134.3,40,136,63,0.29,0.35,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,reference6,F,2,5.9,29,63,95,0.2,21.6,13.1,0.6,0.001,196,11,8,0.001,149,8.5,100,2.1,2.81,1.057,0,0,0.01,1,6.5,30,1,10.9,13.8,5.29,8.11,15.2,43.7,53.9,18.8,34.8,894,0.49,4.38,0.22,0.06,0.04,0.11,9.2,82.7,4.2,1.1,0.8,2,14.1,189,58,299.8,55,285,83,0.19,0.15,2,303,0.089,1.183,9.667,NA,1.999,2.362,0.57,0.177
3,3,reference6,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.9,0.082,1.067,8.388,NA,1.999,2.33,0.674,0.161
4,4,reference6,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.7,0.071,1.057,8.56,NA,2.074,2.304,0.539,0.148
5,5,reference6,F,1,5,69,31,77,0.01,14.2,10.7,0.2,1,120,6,6.6,0.1,146,4.7,99,1.6,3.13,1.06,0,0,0,0,5,30,0.2,NA,NA,10.79,7.65,14.6,42.1,55,19.1,34.7,1098,0.58,9.56,0.35,0.11,0.04,0.14,5.3,88.6,3.3,1,0.4,1.3,19.7,166.7,55,377.2,46,219.5,56,0.21,0.69,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,reference6,F,2,5.4,54,34,87,0.2,15,11.7,0.5,0.001,205,10.3,7.1,0.001,146,8.8,103,1.7,3.18,1.024,0,0,0,0,6,0,0.2,10.9,12.4,9.03,7.96,15,43.7,54.9,18.8,34.3,964,0.63,7.84,0.26,0.09,0.07,0.14,7,86.9,2.9,1,0.8,1.6,10.7,64.8,11,109.4,21,96,30,0.22,0.26,7.5,268.3,0.031,1.107,7.593,NA,2.099,2.29,0.588,0.109
6,6,reference6,F,1,4.9,98,29,97,0.1,20.1,10.1,0.3,1,120,5.9,7,0.1,147,4.8,100,2.1,2.33,1.039,0,0,0,0,6.5,0.01,0.2,NA,NA,8.81,8.08,14.5,41.4,51.3,18,35.1,1086,0.42,8.05,0.15,0.1,0.02,0.07,4.7,91.4,1.7,1.1,0.2,0.8,6.2,106.3,29,262.3,54,171,61,0.32,0.54,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,reference6,F,2,5.6,57,84,116,0.2,21.1,11.2,0.6,0.001,168,8.1,7.6,0.1,147,8.6,103,2,2.8,1.032,0,0,0,0,6.5,0.01,0.2,10.9,15.8,7.09,8.06,13.8,39.5,49,17.1,35,1091,0.38,6.28,0.15,0.09,0.05,0.14,5.4,88.5,2.1,1.3,0.7,1.9,4.3,100.2,23,142.4,44,129,38,0.34,0.28,7.5,311,0.092,1.266,9.115,NA,2.072,2.489,0.506,0.177
7,7,reference6,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.2,0.069,1.424,9.007,NA,1.951,2.469,0.657,0.131
8,8,reference6,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.9,0.073,1.112,8.47,NA,2.098,2.115,0.672,0.121
9,9,reference6,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.5,0.08,1.179,13.985,NA,2.02,2.535,0.609,0.142
10,10,reference6,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.3,0.075,1.088,12.575,NA,2.08,2.54,0.526,0.141
11,11,reference6,F,1,5,85,41,122,0.1,16.7,10.5,0.4,0,82,6.3,7.4,0.01,147,5.3,101,2.4,2.08,1.041,0,0,0,0,6.5,30,0.2,NA,NA,13.65,8.26,15.1,42.9,52,18.3,35.2,1059,2.13,10.69,0.32,0.24,0.04,0.23,15.6,78.3,2.3,1.7,0.3,1.7,9.6,120.3,37,235.3,83,169,80,0.49,0.44,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,reference6,F,2,4.9,69,38,76,0.21,20.6,11.1,0.7,0.001,136,9.4,7.4,0.001,148,9.8,108,2.5,1.96,1.052,0,0,0,0,6.5,30,0.2,11.7,14.3,11.4,7.62,13.7,40.2,52.8,18,34.2,966,1.64,9.11,0.22,0.07,0.1,0.25,14.4,80,2,0.6,0.9,2.2,15.9,171.1,57,247.1,45,259,75,0.17,0.2,3,260.2,0.087,0.976,8.053,NA,2.186,2.17,0.514,0.152
12,12,reference6,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,0.083,1.116,10.896,NA,2.122,2.453,0.578,0.163
13,13,reference6,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,0.07,1.434,11.016,NA,2.187,2.544,0.526,0.084
14,14,reference6,F,1,4.9,92,30,80,0.1,14.6,10.4,0.3,0,129,6.2,6.8,0.01,148,4.8,100,1.9,2.58,1.075,0,0,0,0,5.5,100,1,NA,NA,9.16,8.22,15.6,44.3,53.8,18.9,35.2,1001,0.91,7.76,0.23,0.1,0.03,0.13,10,84.7,2.5,1.1,0.3,1.4,9.6,226.5,102,473.1,54,309,108,0.17,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,14,reference6,F,2,5.7,50,38,73,0.2,16,11.8,0.6,0.001,217,8.7,7.5,0.001,152,6.2,105,1.8,3.17,1.077,0,0,0,0,6,100,1,10.3,15.6,5.64,7.93,15,43,54.3,18.9,34.8,883,0.82,4.32,0.24,0.11,0.03,0.12,14.6,76.6,4.3,1.9,0.5,2.2,10.7,311,113,472.8,49,385,118,0.13,0.13,1,277.2,0.077,1.215,8.323,NA,2.072,2.273,0.623,0.134
15,15,reference6,F,1,4.7,96,27,88,0.1,16.9,10.2,0.4,0,100,6.3,6.7,0.01,146,4.9,99,2,2.35,1.055,0,0,0,0,6,30,0.2,NA,NA,7.43,8.1,15.4,43.1,53.2,19,35.7,866,0.9,6.23,0.15,0.05,0.01,0.09,12.1,83.8,2,0.7,0.1,1.2,8.9,149.8,43,393.4,62,229.5,60,0.27,0.27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15,reference6,F,2,5.3,91,30,81,0.2,21.6,11.7,0.7,0.001,163,9.3,7.9,0.001,151,9.1,105,2.6,2.04,1.05,0,0,0.01,0,6.5,30,0.2,11.4,16.2,5.86,8.59,15.8,46.5,54.1,18.3,33.9,810,0.93,4.5,0.22,0.05,0.05,0.12,15.9,76.8,3.7,0.8,0.8,2,23.8,139.7,34,249.3,100,221.5,61,0.45,0.09,2,315.6,0.084,1.139,9.681,NA,2.049,2.297,0.674,0.131
16,16,reference6,F,1,4.7,96,31,87,0.1,15.7,11.1,0.3,0,106,7.1,6.8,0.01,147,4.8,99,2.1,2.24,1.04,0,0,0.01,0,6,0.01,0.2,NA,NA,8.73,8.16,14.9,42,51.4,18.2,35.4,1043,0.72,7.43,0.29,0.12,0.03,0.14,8.3,85.1,3.4,1.4,0.3,1.6,8.5,117.2,30,207.3,49,189,61,0.26,0.64,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,16,reference6,F,2,5.6,48,41,79,0.21,21.2,12.4,0.6,0.001,220,10.7,7.7,0.001,152,7.3,105,2.1,2.67,1.058,0,0,0.01,0,5.5,30,1,10.8,13.3,6.06,8.61,15.3,44.6,51.8,17.8,34.4,980,0.62,4.89,0.25,0.1,0.05,0.15,10.2,80.7,4.1,1.7,0.8,2.5,8.5,225.9,55,290.6,61,246.5,72,0.25,0.17,2,320.3,0.089,1.188,8.811,NA,2.027,2.472,0.569,0.175
17,17,reference6,F,1,4.4,54,29,68,0.1,13.6,10.7,0.1,1,120,6,6.2,0.01,147,4.9,99,1.8,2.44,1.027,0,0,0,0,6.5,0,0.2,NA,NA,6.78,7.94,15,42.9,54,18.9,35,1054,0.82,5.46,0.23,0.16,0.02,0.09,12.1,80.6,3.3,2.4,0.3,1.3,25,52.7,18,134.8,65,103,100,0.63,1.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,17,reference6,F,2,5.4,32,27,73,0.2,14.8,12,0.5,0.001,212,8.9,7.4,0.001,154,7.1,106,2,2.7,1.065,0,0,0.01,0,6,100,1,11.5,14.1,6.62,8.19,15.4,45.4,55.4,18.8,34,1037,0.86,5.01,0.4,0.15,0.05,0.15,12.9,75.7,6.1,2.3,0.7,2.3,53.4,205.6,67,348.4,41,260,65,0.16,0.15,1.5,296.7,0.091,1.142,8.355,NA,2.084,2.408,0.578,0.123
18,18,reference6,F,1,4.8,36,34,84,0.1,15.6,11.4,0.3,1,120,6.8,7.1,0.01,146,5,98,2.3,2.09,1.035,0,0,0,0,6.5,30,0.2,NA,NA,7.76,7.63,14.3,40.7,53.3,18.7,35.1,716,1.64,5.52,0.33,0.14,0.02,0.11,21.1,71.2,4.3,1.8,0.2,1.4,21.7,78,38,161.6,65,189.5,134,0.34,0.67,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,18,reference6,F,2,6.2,25,33,71,0.2,16.9,12.4,0.5,0.001,184,8.8,8.4,0.001,152,6.8,107,2.2,2.82,1.036,0,0,0,0,6,0.01,0.2,10.9,20.1,6.52,8.13,15,44.2,54.4,18.5,34,1067,0.72,5.14,0.36,0.09,0.05,0.16,11.1,78.9,5.5,1.3,0.7,2.5,36.6,101.2,30,201.5,67,170.5,77,0.39,0.19,3.5,273.4,0.069,1.211,7.48,NA,1.981,2.001,0.47,0.121
19,19,reference6,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.8,0.057,1.044,7.738,NA,2.002,2.14,0.637,0.166
20,20,reference6,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.9,0.071,1.133,8.344,NA,2.153,2.541,0.563,0.159
1,1,reference6,M,1,4.3,146,35,103,0.2,13.7,10.2,0.3,0,98,8.2,6.8,0.01,150,4.9,98,2.5,1.72,1.045,0,0,0.01,4,6.5,100,0.2,NA,NA,11.09,9.25,17.1,49.2,53.2,18.5,34.7,826,1.03,9.28,0.41,0.23,0.05,0.1,9.3,83.6,3.7,2.1,0.5,0.9,4.2,138,183,256.3,22,221,72,0.1,0.83,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,reference6,M,2,4.5,87,45,88,0.2,15.5,11.4,0.6,0.001,205,11.1,7,0.1,149,7.5,98,2.5,1.8,1.058,0,0,15,0,6.5,100,0.2,12,17.3,9.18,9.67,16.6,47.8,49.4,17.1,34.7,932,1.3,6.93,0.45,0.22,0.09,0.2,14.1,75.5,4.9,2.4,0.9,2.2,7.8,164,156,229.5,80,329,134,0.24,0.19,5.5,542.6,0.052,1.801,15.383,3.768,2.317,4.359,1.066,NA
2,2,reference6,M,1,4.5,204,36,114,0.1,13.7,10.6,0.2,0,105,7.8,6.6,0.1,151,5.2,101,2.1,2.14,1.055,0,0,0.01,0,6.5,100,1,NA,NA,9.62,8.42,15.8,45.3,53.8,18.7,34.8,846,0.96,8.19,0.22,0.14,0.03,0.08,10,85.2,2.3,1.4,0.3,0.8,6.1,168.7,138,241.8,88,248,103,0.35,0.64,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,reference6,M,2,5,117,40,89,0.2,15.5,12.2,0.5,0.001,206,14.6,7.6,0.1,148,10.5,101,2.6,1.92,1.064,0,0,0.01,0,6.5,100,1,11.3,16.2,11.07,8.76,15.6,45.9,52.4,17.8,33.9,842,1.09,9.36,0.26,0.13,0.07,0.16,9.9,84.5,2.4,1.2,0.7,1.4,8.8,248.3,196,249.2,133,253.5,128,0.52,0.17,2,411.3,0.071,1.532,10.973,3.722,2.124,3.146,0.622,NA
3,3,reference6,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579.2,0.082,1.974,20.807,3.332,2.274,4.569,1.035,NA
4,4,reference6,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.3,0.067,1.877,13.52,3.62,2.298,4.021,0.787,NA
5,5,reference6,M,1,4.3,164,39,148,0.1,13.2,9.7,0.3,0,98,8.2,6.7,0.01,146,5.2,98,2.4,1.79,1.045,0,0,15,2,6.5,100,0.2,NA,NA,10.6,8.66,16.7,48.5,55.9,19.2,34.4,909,1.1,8.76,0.33,0.14,0.05,0.23,10.4,82.6,3.1,1.3,0.5,2.1,3.8,156.4,105,261.9,19,259,52,0.07,0.63,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,reference6,M,2,3.9,98,38,68,0.21,16.6,10.8,0.5,0.001,193,9.6,6.2,0.001,141,6.6,95,2.3,1.7,1.055,0,0,15,0,6.5,100,0.2,11.8,16,5.41,8.27,14.9,44.6,53.9,18,33.4,846,0.77,4.17,0.2,0.1,0.04,0.13,14.2,77,3.8,1.8,0.8,2.3,5.3,215.3,149,243.6,50,294.5,115,0.17,0.36,6.5,544.5,0.046,1.755,14.442,3.664,2.289,4.248,0.893,NA
6,6,reference6,M,1,4.4,107,40,97,0.1,13.6,10.8,0.3,0,105,8,6.6,0.1,145,5,99,2.2,2,1.029,0,0,0.01,0,7,30,0.2,NA,NA,16.85,8.65,15.8,44.7,51.6,18.2,35.3,954,2.36,13.65,0.42,0.2,0.09,0.12,14,81,2.5,1.2,0.5,0.7,1.7,93.1,78,180.9,35,127.5,33,0.27,0.54,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,reference6,M,2,4.4,59,36,73,0.21,16.8,12.7,0.6,0.001,310,10.7,6.7,0.001,147,6.8,100,2.3,1.91,1.04,0,0,0.01,0,7,100,0.2,13.6,21.4,11.1,8.58,14.4,42.7,49.7,16.8,33.8,989,2.52,7.81,0.39,0.14,0.07,0.17,22.7,70.4,3.5,1.3,0.6,1.5,2.5,164.3,162,190,47,184.5,57,0.25,0.22,6.5,572.1,0.05,1.705,16.382,3.669,2.221,4.057,1.12,NA
7,7,reference6,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575.3,0.065,1.85,15.095,3.764,2.448,4.12,0.67,NA
8,8,reference6,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580.6,0.065,1.69,16.144,3.777,2.343,4.003,0.853,NA
9,9,reference6,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.9,0.064,1.87,16.956,3.708,2.253,3.751,0.791,NA
10,10,reference6,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.5,0.06,2.064,17.439,3.68,2.21,4.863,1.063,NA
11,11,reference6,M,1,3.9,94,35,94,0.1,13,9.4,0.3,0,103,6.9,6,0.01,147,5.4,99,2.1,1.86,1.045,0,0,0.01,0,6,30,0.2,NA,NA,15.33,8.25,15.5,45.2,54.7,18.8,34.3,941,1.73,12.87,0.29,0.15,0.06,0.24,11.3,83.9,1.9,1,0.4,1.5,7.5,123.7,106,267.1,40,235.5,91,0.17,0.69,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,reference6,M,2,4.2,56,36,70,0.21,12.2,11.5,0.5,0.001,163,8.8,6.5,0.001,149,6.8,103,2.3,1.83,1.042,0,0,15,2,6.5,30,0.2,11.7,15.4,10.44,8.37,14.7,43.8,52.3,17.5,33.5,912,1.25,8.48,0.28,0.13,0.06,0.23,12,81.2,2.7,1.3,0.6,2.2,12.4,163.2,100,148.6,38,200.5,84,0.19,0.26,6,533.9,0.061,1.846,15.634,3.786,2.418,4.171,0.882,NA
